Type;SKU;Name;Published;Is featured?;Visibility in catalog;Description;Tax status;Tax class;In stock?;Backorders allowed?;Sold individually?;Allow customer reviews?;Regular price;Categories;Tags;Images;Parent;Position;Attribute 1 name;Attribute 1 value(s);Attribute 1 visible;Attribute 1 global;Attribute 2 name;Attribute 2 value(s);Attribute 2 visible;Attribute 2 global
variation;;Chuck 70 Beyond Retro Low Top;1;0;visible;;taxable;parent;1;0;0;0;125;;;;A03082C;1;Màu sắc;Tan/Brown/Egret;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck 70 Beyond Retro Low Top;1;0;visible;;taxable;parent;1;0;0;0;125;;;;A03082C;2;Màu sắc;Tan/Brown/Egret;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck 70 Beyond Retro Low Top;1;0;visible;;taxable;parent;1;0;0;0;125;;;;A03082C;3;Màu sắc;Tan/Brown/Egret;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Chuck 70 Beyond Retro Low Top;1;0;visible;;taxable;parent;1;0;0;0;125;;;;A03082C;4;Màu sắc;Tan/Brown/Egret;;1;Kích cỡ;M 12 / W 15;;1
variable;A05336C;CONS Fastbreak Pro Alltimers High Top;1;0;visible;YOU DESERVE IT New York City-based brand Alltimers mixes luxury vibes and back alley grit, giving anyone who rolls VIP status. For their first Converse CONS collaboration, the masters of irreverence brought their unique lens to the classic Fastbreak Pro. Bringing '90s court vibes and premium materials to the '83 original, the CONS Alltimers Fastbreak Pro features a premium leather and nubuck construction with added overlays and textures, inspired by Alltimers pro Alexis Sablone’s design prowess. Along with the lux execution, Alltimers added embossed branding to the heel and a printed sockliner. An aesthetic marvel with subtle nightlife nods, the CONS Alltimers Fastbreak Pro features a CX foam sockliner for impact cushioning and a traction rubber outsole for boardfeel and grip.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05336c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a02016c_c_107x1_1.jpg;;0;Màu sắc;Black/Black/Black;1;1;Kích cỡ;M 7.5 / W 9, M 8.5 / W 10, M 9.5 / W 11, M 10 / W 11.5;1;1
variation;;CONS Fastbreak Pro Alltimers High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A05336C;1;Màu sắc;Black/Black/Black;;1;Kích cỡ;M 7.5 / W 9;;1
variation;;CONS Fastbreak Pro Alltimers High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A05336C;2;Màu sắc;Black/Black/Black;;1;Kích cỡ;M 8.5 / W 10;;1
variation;;CONS Fastbreak Pro Alltimers High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A05336C;3;Màu sắc;Black/Black/Black;;1;Kích cỡ;M 9.5 / W 11;;1
variation;;CONS Fastbreak Pro Alltimers High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A05336C;4;Màu sắc;Black/Black/Black;;1;Kích cỡ;M 10 / W 11.9;;1
variable;A05337C;CONS One Star Pro Alltimers Low Top;1;0;visible;YOU DESERVE IT NYC-based denizens of top-shelf irreverence bring '90s basketball aesthetics and lux materials to the classic One Star Pro for their first Converse CONS collaboration. Starting with a collegiate-inspired white, navy, and grey colorway, Alltimers transforms the One Star Pro into a guestlist-worthy silhouette with premium suede and nubuck upper with added overlays, embossed Alltimers branding, and a printed sockliner. Enhanced for skateboarding, the One Star Pro offers elastic tongue straps and a CX foam sockliner for lock-in fit and impact cushioning, and the traction rubber helps deliver flexible grip and boardfeel for skateboarding.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05337c_a_107x1_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a04371c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a04371c_d_107x1.jpg;;0;Màu sắc;Midnight Navy/Navy/White;1;1;Kích cỡ;M 7.5 / W 9;1;1
variation;;CONS One Star Pro Alltimers Low Top;1;0;visible;;taxable;parent;1;0;0;0;100;;;;A05337C;1;Màu sắc;Midnight Navy/Navy/White;;1;Kích cỡ;M 7.5 / W 10;;1
variable;A05965C;Converse x LFC Run Star Hike Platform High Top;1;0;visible;"THE CONVERSE x LIVERPOOL FC COLLECTION Converse and Liverpool FC come together in this limited-edition collection that celebrates the club’s history and champions its future. Inspired by the anthems sung on matchday, the Converse x LFC Run Star Hikes shiny upper is covered in ""YNWA"" (You'll Never Walk Alone) in cut-and-paste 'zine fashion' to pay tribute to Liverpool’s beating heart—its supporters. Style. Creativity. Art. This is Anfield.";taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05965c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05965c_c_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05965c_d_107x1_1_.jpg;;0;Màu sắc;Oat Milk/Egret/Rainforest;1;1;Kích cỡ;M 3.5 / W 5, M 4 / W 5.5, M 8.5 / W 10, M 11 / W 12.5;1;1
variation;;Converse x LFC Run Star Hike Platform High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A05965C;1;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 3.5 / W 5;;1
variation;;Converse x LFC Run Star Hike Platform High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A05965C;2;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 4 / W 5.5;;1
variation;;Converse x LFC Run Star Hike Platform High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A05965C;3;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 8.5 / W 10;;1
variation;;Converse x LFC Run Star Hike Platform High Top;1;0;visible;;taxable;parent;1;0;0;0;150;;;;A05965C;4;Màu sắc;Oat Milk/Egret/Rainforest;;1;Kích cỡ;M 11 / W 12.9;;1
variable;A06083C;Converse x FRGMT Weapon High Top;1;0;visible;"CONVERSE x FRGMT Our ongoing partnership with streetwear legend and multidisciplinary artist Hiroshi Fujiwara has always centered around simplicity; crafting bold, detail-driven styles with unique, minimalist touches. For our latest collaborative drop, Fujiwara reworks the Converse Weapon with sport-inspired colour blocking that nods to the silhouette’s court origins.";taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a06083c_a_107x1-2_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a06083c_c_107x1-1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a06083c_d_107x1.jpg;;0;Màu sắc;White/Sport Royal/Black;1;1;Kích cỡ;M 7 / W 8.5, M 7.5 / W 9, M 8 / W 9.5, M 8.5 / W 10, M 9 / W 10.5, M 9.5 / W 11, M 10 / W 11.5, M 10.5 / W 12, M 11 / W 12.5, M 11.5 / W 13, M 13 / W 14;1;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;1;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 7 / W 8.5;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;2;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 7.5 / W 9;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;3;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 8 / W 9.5;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;4;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 8.5 / W 10;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;5;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 9 / W 10.5;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;6;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 9.5 / W 11;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;7;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 10 / W 11.5;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;8;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 10.5 / W 12;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;9;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 11 / W 12.5;;1
variation;;Converse x FRGMT Weapon High Top;1;0;visible;;taxable;parent;1;0;0;0;140;;;;A06083C;10;Màu sắc;White/Sport Royal/Black;;1;Kích cỡ;M 11.5 / W 13;;1
variable;A03938C;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;CONVERSE x DRKSHDW Rick Owens has made his name as a restless innovator of bold androgynous fashion and minimalist design. With Converse x DRKSHDW, Owens subverts the classic Converse silhouettes to new and dramatic proportions. The latest evolution of the DRKSHDW collection features the TURBODRK Chuck 70 silhouette as a laceless slip-on sneaker. Crafted with 100% premium cotton canvas upper, the TURBODRK Chuck 70 has stretchy and secure internal construction that helps keep you strapped in. This season’s TURBODRK Chuck 70 also finds updated colorways of Hot Pink and Dust.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03938c_a_107x1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03938c_c_107x1_2.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03938c_e_107x1_2.jpg;;0;Màu sắc;Iron/Egret/Natural Ivory;1;1;Kích cỡ;M 3 / W 5;1;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;1;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;2;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 4 / W 6;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;3;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;4;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 5 / W 7;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;5;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;6;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ; M 6.5 / W 8.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;7;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 7 / W 9;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;8;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;9;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 8 / W 10;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;10;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;11;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 9 / W 11;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;12;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;13;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 10 / W 12;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;14;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;15;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 11 / W 13;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;16;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;17;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 12 / W 14;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A03938C;18;Màu sắc;Iron/Egret/Natural Ivory;;1;Kích cỡ;M 13 / W 15;;1
variable;A05685C;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;CONVERSE x DRKSHDW Rick Owens has made his name as a restless innovator of bold androgynous fashion and minimalist design. With Converse x DRKSHDW, Owens subverts the classic Converse silhouettes to new and dramatic proportions. The latest evolution of the DRKSHDW collection features the TURBODRK Chuck 70 silhouette as a laceless slip-on sneaker. Crafted with 100% premium cotton canvas upper, the TURBODRK Chuck 70 has stretchy and secure internal construction that helps keep you strapped in. This season’s TURBODRK Chuck 70 also finds updated colorways of Hot Pink and Dust.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05685c_a_107x1_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05685c_c_107x1_1.jpg, https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a05685c_d_107x1_1.jpg;;0;Màu sắc;Cactus Flower/Egret/Natural Ivory;1;1;Kích cỡ;M 3 / W 5;1;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;1;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;2;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 4 / W 6;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;3;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;4;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 5 / W 7;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;5;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;6;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ; M 6.5 / W 8.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;7;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 7 / W 9;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;8;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;9;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 8 / W 10;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;10;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;11;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 9 / W 11;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;12;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;13;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 10 / W 12;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;14;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 10.5 / W 12.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;15;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 11 / W 13;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;16;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 11.5 / W 13.5;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;17;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 12 / W 14;;1
variation;;Converse x TURBODRK Chuck 70 Laceless High Top;1;0;visible;;taxable;parent;1;0;0;0;220;;;;A05685C;18;Màu sắc;Cactus Flower/Egret/Natural Ivory;;1;Kích cỡ;M 13 / W 15;;1
variable;A03426C;Chuck 70 Marquis High Top;1;0;visible;LESS IS MORE The Chuck 70 Marquis was built to raise the bar for comfort and style. Bridging the gap between seamless comfort and elevated materials, it's only fitting that the Marquis be synonymous with Converse founder, Marquis Converse. With a game-changing three-piece sport mesh lining, for minimal heel irritation, innovative CX cushioning, and on-trend colours, this style was made to stand apart.;taxable;;1;0;0;0;;;;https://converse.ca/media/catalog/product/cache/f9d46213ae1d882c35b397bec3e31308/a/0/a03426c_a_107x1_1__1.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/a/0/a03426c_c_107x1_1_.jpg, https://converse.ca/media/catalog/product/cache/7675cebc3e2f09ee2a340c17d68ace33/a/0/a03426c_d_107x1_1_.jpg;;0;Màu sắc;Vintage White/Natural Ivory/Egret;1;1;Kích cỡ;M 3 / W 5, M 3.5 / W 5.5, M 4 / W 6, M 4.5 / W 6.5, M 5 / W 7, M 5.5 / W 7.5, M 6 / W 8, M 6.5 / W 8.5, M 7 / W 9, M 7.5 / W 9.5, M 8 / W 10, M 8.5 / W 10.5, M 9 / W 11, M 9.5 / W 11.5, M 10 / W 12, M 10.5 / W 12.5, M 11 / W 13, M 11.5 / W 13.5, M 12 / W 14;1;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;1;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 3 / W 5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;2;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 3.5 / W 5.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;3;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 4 / W 6;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;4;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 4.5 / W 6.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;5;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 5 / W 7;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;6;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 5.5 / W 7.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;7;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 6 / W 8;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;8;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 6.5 / W 8.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;9;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 7 / W 9;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;10;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 7.5 / W 9.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;11;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 8 / W 10;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;12;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 8.5 / W 10.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;13;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 9 / W 11;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;14;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 9.5 / W 11.5;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;15;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 10 / W 12;;1
variation;;Chuck 70 Marquis High Top;1;0;visible;;taxable;parent;1;0;0;0;110;;;;A03426C;16;Màu sắc;Vintage White/Natural Ivory/Egret;;1;Kích cỡ;M 10.5 / W 12.5;;1
